Subject;Task;Lang.;Trial;Score;Item;notes;;;;;;;;;;;;;;;;;;;
5;form;L1;8;1;9;;;;;;;;;;;;;;;;;;;;
5;form;L1;9;1;14;;;;;;;;;;;;;;;;;;;;
5;form;L1;10;1;1;;;;;;;;;;;;;;;;;;;;
5;form;L1;11;1;17;;;;;;;;;;;;;;;;;;;;
5;form;L1;12;1;16;;;;;;;;;;;;;;;;;;;;
5;form;L1;13;1;13;;;;;;;;;;;;;;;;;;;;
5;form;L1;14;1;15;;;;;;;;;;;;;;;;;;;;
5;form;L1;15;1;11;;;;;;;;;;;;;;;;;;;;
5;form;L1;16;1;5;;;;;;;;;;;;;;;;;;;;
5;form;L1;17;1;21;;;;;;;;;;;;;;;;;;;;
5;form;L1;18;1;7;;;;;;;;;;;;;;;;;;;;
5;form;L1;19;1;6;;;;;;;;;;;;;;;;;;;;
5;form;L1;20;1;8;;;;;;;;;;;;;;;;;;;;
5;form;L1;21;1;12;;;;;;;;;;;;;;;;;;;;
5;form;L1;22;1;20;;;;;;;;;;;;;;;;;;;;
5;form;L1;23;1;3;;;;;;;;;;;;;;;;;;;;
5;form;L1;24;1;19;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;1;1;0;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;2;1;3;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;3;1;20;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;4;1;23;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;5;1;22;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;6;1;12;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;7;1;13;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;8;1;18;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;9;1;10;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;10;1;8;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;11;1;7;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;12;1;2;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;13;1;17;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;14;1;16;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;15;1;11;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;16;1;4;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;17;1;15;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;18;1;14;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;19;1;21;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;20;1;19;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;21;1;6;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;22;1;9;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;23;1;5;;;;;;;;;;;;;;;;;;;;
5;kategori;L1;24;1;1;;;;;;;;;;;;;;;;;;;;
5;form;L2;1;1;0;;;;;;;;;;;;;;;;;;;;
5;form;L2;2;0;16;;;;;;;;;;;;;;;;;;;;
5;form;L2;3;1;17;;;;;;;;;;;;;;;;;;;;
5;form;L2;4;1;2;;;;;;;;;;;;;;;;;;;;
5;form;L2;5;1;21;;;;;;;;;;;;;;;;;;;;
5;form;L2;6;1;18;;;;;;;;;;;;;;;;;;;;
5;form;L2;7;1;8;;;;;;;;;;;;;;;;;;;;
5;form;L2;8;1;6;;;;;;;;;;;;;;;;;;;;
5;form;L2;9;1;5;;;;;;;;;;;;;;;;;;;;
5;form;L2;10;1;22;;;;;;;;;;;;;;;;;;;;
5;form;L2;11;1;13;;;;;;;;;;;;;;;;;;;;
5;form;L2;12;1;12;;;;;;;;;;;;;;;;;;;;
5;form;L2;13;1;19;;;;;;;;;;;;;;;;;;;;
5;form;L2;14;1;1;;;;;;;;;;;;;;;;;;;;
5;form;L2;15;0;10;;;;;;;;;;;;;;;;;;;;
5;form;L2;16;1;3;;;;;;;;;;;;;;;;;;;;
5;form;L2;17;0;15;;;;;;;;;;;;;;;;;;;;
5;form;L2;18;0;7;;;;;;;;;;;;;;;;;;;;
5;form;L2;19;1;9;;;;;;;;;;;;;;;;;;;;
5;form;L2;20;1;20;;;;;;;;;;;;;;;;;;;;
5;form;L2;21;1;4;;;;;;;;;;;;;;;;;;;;
5;form;L2;22;1;23;;;;;;;;;;;;;;;;;;;;
5;form;L2;23;1;14;;;;;;;;;;;;;;;;;;;;
5;form;L2;24;0;11;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;1;1;4;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;2;1;3;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;3;1;14;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;4;1;12;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;5;1;23;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;6;1;18;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;7;1;16;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;8;1;9;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;9;1;17;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;10;1;15;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;11;0;20;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;12;1;6;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;13;1;0;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;14;1;2;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;15;1;11;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;16;1;1;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;17;1;19;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;18;1;21;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;19;1;7;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;20;1;22;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;21;1;13;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;22;1;5;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;23;1;8;;;;;;;;;;;;;;;;;;;;
5;kategori;L2;24;1;10;;;;;;;;;;;;;;;;;;;;
6;form;L1;1;1;10;;;;;;;;;;;;;;;;;;;;
6;form;L1;2;1;20;;;;;;;;;;;;;;;;;;;;
6;form;L1;3;1;6;;;;;;;;;;;;;;;;;;;;
6;form;L1;4;1;8;;;;;;;;;;;;;;;;;;;;
6;form;L1;5;1;12;;;;;;;;;;;;;;;;;;;;
6;form;L1;6;1;21;;;;;;;;;;;;;;;;;;;;
6;form;L1;7;1;5;;;;;;;;;;;;;;;;;;;;
6;form;L1;8;0;7;;;;;;;;;;;;;;;;;;;;
6;form;L1;9;1;11;;;;;;;;;;;;;;;;;;;;
6;form;L1;10;1;14;;;;;;;;;;;;;;;;;;;;
6;form;L1;11;1;9;;;;;;;;;;;;;;;;;;;;
6;form;L1;12;1;15;;;;;;;;;;;;;;;;;;;;
6;form;L1;13;1;22;;;;;;;;;;;;;;;;;;;;
6;form;L1;14;0;16;;;;;;;;;;;;;;;;;;;;
6;form;L1;15;1;0;;;;;;;;;;;;;;;;;;;;
6;form;L1;16;1;1;;;;;;;;;;;;;;;;;;;;
6;form;L1;17;1;4;;;;;;;;;;;;;;;;;;;;
6;form;L1;18;1;23;;;;;;;;;;;;;;;;;;;;
6;form;L1;19;1;18;;;;;;;;;;;;;;;;;;;;
6;form;L1;20;1;2;;;;;;;;;;;;;;;;;;;;
6;form;L1;21;1;13;;;;;;;;;;;;;;;;;;;;
6;form;L1;22;1;17;;;;;;;;;;;;;;;;;;;;
6;form;L1;23;1;3;;;;;;;;;;;;;;;;;;;;
6;form;L1;24;1;19;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;1;1;19;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;2;1;1;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;3;1;8;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;4;1;12;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;5;1;21;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;6;1;9;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;7;1;3;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;8;1;15;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;9;1;20;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;10;1;0;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;11;1;17;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;12;1;22;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;13;1;18;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;14;1;14;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;15;1;6;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;16;1;4;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;17;1;11;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;18;1;23;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;19;1;2;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;20;1;7;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;21;0;13;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;22;1;10;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;23;1;5;;;;;;;;;;;;;;;;;;;;
6;kategori;L1;24;1;16;;;;;;;;;;;;;;;;;;;;
6;form;L2;1;1;12;;;;;;;;;;;;;;;;;;;;
6;form;L2;2;0;7;;;;;;;;;;;;;;;;;;;;
6;form;L2;3;1;19;;;;;;;;;;;;;;;;;;;;
6;form;L2;4;1;8;;;;;;;;;;;;;;;;;;;;
6;form;L2;5;1;5;;;;;;;;;;;;;;;;;;;;
6;form;L2;6;1;4;;;;;;;;;;;;;;;;;;;;
6;form;L2;7;1;3;;;;;;;;;;;;;;;;;;;;
6;form;L2;8;1;17;;;;;;;;;;;;;;;;;;;;
6;form;L2;9;1;21;;;;;;;;;;;;;;;;;;;;
6;form;L2;10;1;9;;;;;;;;;;;;;;;;;;;;
6;form;L2;11;1;6;;;;;;;;;;;;;;;;;;;;
6;form;L2;12;1;18;;;;;;;;;;;;;;;;;;;;
6;form;L2;13;1;23;;;;;;;;;;;;;;;;;;;;
6;form;L2;14;1;0;;;;;;;;;;;;;;;;;;;;
6;form;L2;15;1;14;;;;;;;;;;;;;;;;;;;;
6;form;L2;16;1;20;;;;;;;;;;;;;;;;;;;;
6;form;L2;17;1;22;;;;;;;;;;;;;;;;;;;;
6;form;L2;18;1;13;;;;;;;;;;;;;;;;;;;;
6;form;L2;19;1;15;;;;;;;;;;;;;;;;;;;;
6;form;L2;20;1;11;;;;;;;;;;;;;;;;;;;;
6;form;L2;21;1;10;;;;;;;;;;;;;;;;;;;;
6;form;L2;22;1;1;;;;;;;;;;;;;;;;;;;;
6;form;L2;23;0;16;;;;;;;;;;;;;;;;;;;;
6;form;L2;24;1;2;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;1;1;1;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;2;1;16;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;3;1;13;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;4;1;10;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;5;1;2;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;6;1;19;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;7;1;15;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;8;1;3;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;9;1;4;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;10;1;0;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;11;1;20;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;12;1;14;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;13;1;23;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;14;1;8;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;15;1;22;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;16;1;5;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;17;1;17;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;18;1;12;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;19;1;11;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;20;1;7;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;21;1;9;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;22;1;18;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;23;1;6;;;;;;;;;;;;;;;;;;;;
6;kategori;L2;24;1;21;;;;;;;;;;;;;;;;;;;;
7;form;L1;1;1;2;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;2;1;15;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;3;1;12;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;4;1;7;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;5;1;10;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;6;1;21;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;7;1;20;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;8;1;18;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;9;1;16;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;10;1;5;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;11;1;11;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;12;1;14;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;13;1;23;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;14;1;1;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;15;1;0;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;16;1;17;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;17;1;4;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;18;1;9;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;19;1;13;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;20;1;8;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;21;1;19;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;22;1;6;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;23;1;3;item kategori;;;;;;;;;;;;;;;;;;;
7;form;L1;24;1;22;item kategori;;;;;;;;;;;;;;;;;;;
7;kategori;L1;1;1;13;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;2;1;6;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;3;1;16;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;4;1;23;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;5;1;18;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;6;1;2;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;7;1;10;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;8;1;5;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;9;1;20;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;10;1;4;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;11;1;1;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;12;1;8;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;13;1;0;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;14;1;17;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;15;1;11;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;16;1;7;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;17;1;9;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;18;1;12;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;19;1;3;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;20;1;22;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;21;1;19;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;22;1;14;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;23;1;15;item form;;;;;;;;;;;;;;;;;;;
7;kategori;L1;24;1;21;item form;;;;;;;;;;;;;;;;;;;
7;form;L2;1;0;7;;;;;;;;;;;;;;;;;;;;
7;form;L2;2;1;3;;;;;;;;;;;;;;;;;;;;
7;form;L2;3;1;22;;;;;;;;;;;;;;;;;;;;
7;form;L2;4;1;11;;;;;;;;;;;;;;;;;;;;
7;form;L2;5;1;5;;;;;;;;;;;;;;;;;;;;
7;form;L2;6;1;10;;;;;;;;;;;;;;;;;;;;
7;form;L2;7;1;21;;;;;;;;;;;;;;;;;;;;
7;form;L2;8;1;12;;;;;;;;;;;;;;;;;;;;
7;form;L2;9;0;15;;;;;;;;;;;;;;;;;;;;
7;form;L2;10;1;9;;;;;;;;;;;;;;;;;;;;
7;form;L2;11;1;6;;;;;;;;;;;;;;;;;;;;
7;form;L2;12;1;2;;;;;;;;;;;;;;;;;;;;
7;form;L2;13;1;20;;;;;;;;;;;;;;;;;;;;
7;form;L2;14;1;19;;;;;;;;;;;;;;;;;;;;
7;form;L2;15;1;16;;;;;;;;;;;;;;;;;;;;
7;form;L2;16;1;18;;;;;;;;;;;;;;;;;;;;
7;form;L2;17;1;17;;;;;;;;;;;;;;;;;;;;
7;form;L2;18;1;1;;;;;;;;;;;;;;;;;;;;
7;form;L2;19;1;8;;;;;;;;;;;;;;;;;;;;
7;form;L2;20;1;0;;;;;;;;;;;;;;;;;;;;
7;form;L2;21;1;23;;;;;;;;;;;;;;;;;;;;
7;form;L2;22;1;13;;;;;;;;;;;;;;;;;;;;
7;form;L2;23;1;14;;;;;;;;;;;;;;;;;;;;
7;form;L2;24;1;4;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;1;1;13;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;2;1;19;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;3;1;0;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;4;1;10;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;5;1;22;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;6;1;8;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;7;1;17;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;8;1;21;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;9;1;5;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;10;1;12;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;11;1;20;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;12;1;16;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;13;1;3;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;14;1;7;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;15;1;15;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;16;1;4;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;17;1;18;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;18;1;1;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;19;1;11;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;20;1;6;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;21;1;23;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;22;1;14;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;23;1;9;;;;;;;;;;;;;;;;;;;;
7;kategori;L2;24;1;2;;;;;;;;;;;;;;;;;;;;
8;form;L1;1;1;19;;;;;;;;;;;;;;;;;;;;
8;form;L1;2;1;10;;;;;;;;;;;;;;;;;;;;
8;form;L1;3;1;8;;;;;;;;;;;;;;;;;;;;
8;form;L1;4;1;6;;;;;;;;;;;;;;;;;;;;
8;form;L1;5;1;7;;;;;;;;;;;;;;;;;;;;
8;form;L1;6;1;20;;;;;;;;;;;;;;;;;;;;
8;form;L1;7;1;18;;;;;;;;;;;;;;;;;;;;
8;form;L1;8;1;3;;;;;;;;;;;;;;;;;;;;
8;form;L1;9;0;14;;;;;;;;;;;;;;;;;;;;
8;form;L1;10;1;12;;;;;;;;;;;;;;;;;;;;
8;form;L1;11;1;0;;;;;;;;;;;;;;;;;;;;
8;form;L1;12;1;23;;;;;;;;;;;;;;;;;;;;
8;form;L1;13;1;11;;;;;;;;;;;;;;;;;;;;
8;form;L1;14;1;16;;;;;;;;;;;;;;;;;;;;
8;form;L1;15;1;5;;;;;;;;;;;;;;;;;;;;
8;form;L1;16;1;2;;;;;;;;;;;;;;;;;;;;
8;form;L1;17;1;21;;;;;;;;;;;;;;;;;;;;
8;form;L1;18;1;4;;;;;;;;;;;;;;;;;;;;
8;form;L1;19;1;22;;;;;;;;;;;;;;;;;;;;
8;form;L1;20;1;1;;;;;;;;;;;;;;;;;;;;
8;form;L1;21;1;9;;;;;;;;;;;;;;;;;;;;
8;form;L1;22;1;15;;;;;;;;;;;;;;;;;;;;
8;form;L1;23;0;13;;;;;;;;;;;;;;;;;;;;
8;form;L1;24;1;17;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;1;1;10;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;2;1;4;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;3;1;9;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;4;1;23;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;5;1;5;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;6;1;16;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;7;1;17;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;8;1;6;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;9;1;14;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;10;1;15;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;11;1;2;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;12;1;21;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;13;1;11;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;14;1;19;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;15;1;3;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;16;1;0;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;17;1;1;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;18;1;20;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;19;1;12;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;20;1;18;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;21;1;22;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;22;1;7;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;23;1;13;;;;;;;;;;;;;;;;;;;;
8;kategori;L1;24;1;8;;;;;;;;;;;;;;;;;;;;
8;form;L2;1;1;17;;;;;;;;;;;;;;;;;;;;
8;form;L2;2;1;13;;;;;;;;;;;;;;;;;;;;
8;form;L2;3;1;6;;;;;;;;;;;;;;;;;;;;
8;form;L2;4;1;5;;;;;;;;;;;;;;;;;;;;
8;form;L2;5;1;2;;;;;;;;;;;;;;;;;;;;
8;form;L2;6;1;15;;;;;;;;;;;;;;;;;;;;
8;form;L2;7;1;19;;;;;;;;;;;;;;;;;;;;
8;form;L2;8;1;18;;;;;;;;;;;;;;;;;;;;
8;form;L2;9;1;7;;;;;;;;;;;;;;;;;;;;
8;form;L2;10;1;8;;;;;;;;;;;;;;;;;;;;
8;form;L2;11;1;16;;;;;;;;;;;;;;;;;;;;
8;form;L2;12;1;0;;;;;;;;;;;;;;;;;;;;
8;form;L2;13;1;20;;;;;;;;;;;;;;;;;;;;
8;form;L2;14;1;23;;;;;;;;;;;;;;;;;;;;
8;form;L2;15;1;11;;;;;;;;;;;;;;;;;;;;
8;form;L2;16;1;1;;;;;;;;;;;;;;;;;;;;
8;form;L2;17;1;3;;;;;;;;;;;;;;;;;;;;
8;form;L2;18;1;12;;;;;;;;;;;;;;;;;;;;
8;form;L2;19;1;22;;;;;;;;;;;;;;;;;;;;
8;form;L2;20;1;10;;;;;;;;;;;;;;;;;;;;
8;form;L2;21;0;14;;;;;;;;;;;;;;;;;;;;
8;form;L2;22;1;21;;;;;;;;;;;;;;;;;;;;
8;form;L2;23;1;4;;;;;;;;;;;;;;;;;;;;
8;form;L2;24;1;9;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;1;1;4;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;2;1;9;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;3;1;20;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;4;1;21;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;5;1;22;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;6;1;7;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;7;1;12;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;8;1;6;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;9;1;13;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;10;1;10;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;11;1;2;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;12;1;16;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;13;1;0;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;14;1;17;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;15;1;15;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;16;1;8;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;17;1;3;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;18;1;1;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;19;1;5;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;20;1;18;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;21;1;23;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;22;1;14;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;23;1;19;;;;;;;;;;;;;;;;;;;;
8;kategori;L2;24;1;11;;;;;;;;;;;;;;;;;;;;
9;form;L1;1;1;15;;;;;;;;;;;;;;;;;;;;
