"Subject","Language","Type","Item","Trial","Score","RT"
9,"L1","visuell","audio/n12.wav",4,1,4.21547167
9,"L1","visuell","audio/n15.wav",5,1,0.305587164
9,"L1","kontroll","audio/n5.wav",6,1,0.440792509
9,"L1","visuospatial","audio/n4.wav",7,1,3.49722016
9,"L1","kontroll","audio/n17.wav",8,1,1.476088715
9,"L1","visuell","audio/n14.wav",9,1,0.841494883
9,"L1","visuell","audio/n10.wav",10,1,3.297174949
9,"L1","kontroll","audio/n8.wav",11,1,0.624385347
9,"L1","kontroll","audio/n20.wav",12,1,1.392712335
9,"L1","visuospatial","audio/n21.wav",13,1,0.976957976
9,"L1","visuospatial","audio/n24.wav",14,1,0.724896944
9,"L1","visuell","audio/n13.wav",15,1,4.198932853
9,"L1","kontroll","audio/n19.wav",16,1,0.490763151
9,"L1","visuospatial","audio/n23.wav",17,1,1.15881923
9,"L1","kontroll","audio/n7.wav",18,1,4.933659887
9,"L1","visuell","audio/n9.wav",19,1,0.807978728
9,"L1","kontroll","audio/n6.wav",20,1,0.908485724
9,"L1","visuospatial","audio/n3.wav",21,1,0.89158738
9,"L1","visuospatial","audio/n1.wav",22,1,0.590829143
9,"L1","visuospatial","audio/n22.wav",23,1,0.273921788
9,"L1","kontroll","audio/n18.wav",24,1,0.591007055
9,"L2","visuospatial","audio/r23.wav",1,1,2.41171277
9,"L2","visuell","audio/r1.wav",2,0,0.507377294
9,"L2","visuospatial","audio/r18.wav",3,1,1.042475876
9,"L2","visuospatial","audio/r19.wav",4,1,0.7747197
9,"L2","visuospatial","audio/r17.wav",5,1,0.708048322
9,"L2","kontroll","audio/r11.wav",6,1,0.672805923
9,"L2","visuospatial","audio/r21.wav",7,1,0.340333469
9,"L2","kontroll","audio/r9.wav",8,0,0.30705899
9,"L2","visuospatial","audio/r24.wav",9,0,0.423879537
9,"L2","kontroll","audio/r12.wav",10,1,0.973448299
9,"L2","visuell","audio/r2.wav",11,0,4.315674034
9,"L2","visuell","audio/r5.wav",12,0,2.445287699
9,"L2","visuell","audio/r6.wav",13,1,0.624311144
9,"L2","visuell","audio/r3.wav",14,1,3.664029381
9,"L2","visuell","audio/r7.wav",15,1,0.958385867
9,"L2","kontroll","audio/r14.wav",16,1,3.146473177
9,"L2","visuell","audio/r4.wav",17,1,1.509504062
9,"L2","kontroll","audio/r15.wav",18,1,0.808169897
9,"L2","visuospatial","audio/r20.wav",19,0,6.403421515
9,"L2","kontroll","audio/r16.wav",20,1,0.190152756
9,"L2","visuospatial","audio/r22.wav",21,1,5.150756795
9,"L2","kontroll","audio/r13.wav",22,1,5.934343758
9,"L2","kontroll","audio/r10.wav",23,1,1.342538825
9,"L2","visuell","audio/r8.wav",24,1,3.114368638
10,"L1","visuospatial","audio/n22.wav",1,1,3.296820137
10,"L1","visuell","audio/n16.wav",2,1,2.094728478
10,"L1","kontroll","audio/n7.wav",3,1,3.113082229
10,"L1","visuospatial","audio/n24.wav",4,1,2.144194303
10,"L1","kontroll","audio/n17.wav",5,1,3.163177612
10,"L1","kontroll","audio/n18.wav",6,0,5.819391647
10,"L1","visuospatial","audio/n1.wav",7,0,6.370823711
10,"L1","kontroll","audio/n8.wav",8,1,2.17784712
10,"L1","kontroll","audio/n6.wav",9,0,7.088379368
10,"L1","visuospatial","audio/n4.wav",10,1,5.551811871
10,"L1","visuospatial","audio/n21.wav",11,1,3.38026257
10,"L1","visuell","audio/n10.wav",12,1,2.745751873
10,"L1","visuell","audio/n11.wav",13,1,3.916703022
10,"L1","visuell","audio/n12.wav",14,1,7.121651556
10,"L1","kontroll","audio/n20.wav",15,0,2.545377716
10,"L1","visuell","audio/n15.wav",16,1,4.532933464
10,"L1","visuell","audio/n14.wav",17,1,4.081992848
10,"L1","visuospatial","audio/n2.wav",18,1,2.378050663
10,"L1","kontroll","audio/n5.wav",19,1,4.766672226
10,"L1","visuell","audio/n9.wav",20,1,9.844042537
10,"L1","visuospatial","audio/n3.wav",21,1,3.113056012
10,"L1","kontroll","audio/n19.wav",22,0,2.56192607
10,"L1","visuell","audio/n13.wav",23,1,3.831190638
10,"L1","visuospatial","audio/n23.wav",24,0,2.345305664
10,"L2","kontroll","audio/r10.wav",1,1,2.862686279
10,"L2","visuell","audio/r5.wav",2,1,9.14434315
10,"L2","visuospatial","audio/r17.wav",3,1,2.610328299
10,"L2","kontroll","audio/r12.wav",4,1,2.578597965
10,"L2","visuospatial","audio/r21.wav",5,1,2.712108881
10,"L2","visuospatial","audio/r18.wav",6,1,6.904778407
10,"L2","visuell","audio/r1.wav",7,1,3.41374005
10,"L2","kontroll","audio/r9.wav",8,1,1.877265949
10,"L2","visuospatial","audio/r23.wav",9,1,1.626390339
10,"L2","kontroll","audio/r16.wav",10,1,1.609836784
10,"L2","visuell","audio/r2.wav",11,1,2.929245457
10,"L2","kontroll","audio/r15.wav",12,1,1.710105576
10,"L2","kontroll","audio/r14.wav",13,1,3.580616308
10,"L2","visuell","audio/r7.wav",14,1,2.746199711
10,"L2","kontroll","audio/r11.wav",15,1,1.543625401
10,"L2","visuell","audio/r4.wav",16,1,1.576288959
10,"L2","kontroll","audio/r13.wav",17,1,4.248805282
10,"L2","visuell","audio/r3.wav",18,1,1.424462689
10,"L2","visuospatial","audio/r20.wav",19,1,2.912655045
10,"L2","visuell","audio/r8.wav",20,0,1.611455968
10,"L2","visuospatial","audio/r24.wav",21,1,1.526769267
10,"L2","visuell","audio/r6.wav",22,1,3.213188574
10,"L2","visuospatial","audio/r19.wav",23,1,1.526119838
10,"L2","visuospatial","audio/r22.wav",24,1,4.549956016
11,"L1","visuospatial","audio/n24.wav",1,1,2.361264621
11,"L1","kontroll","audio/n6.wav",2,1,1.726697046
11,"L1","kontroll","audio/n20.wav",3,1,2.512262593
11,"L1","visuell","audio/n12.wav",4,1,4.449950379
11,"L1","visuospatial","audio/n4.wav",5,1,3.46376006
11,"L1","kontroll","audio/n19.wav",6,1,1.910333139
11,"L1","kontroll","audio/n7.wav",7,1,1.776756236
11,"L1","kontroll","audio/n5.wav",8,1,3.79791096
11,"L1","visuospatial","audio/n21.wav",9,1,2.010928088
11,"L1","visuospatial","audio/n2.wav",10,1,1.844707738
11,"L1","visuospatial","audio/n22.wav",11,1,1.659935865
11,"L1","visuell","audio/n11.wav",12,1,1.910518717
11,"L1","visuell","audio/n10.wav",13,1,1.394004375
11,"L1","visuospatial","audio/n1.wav",14,1,1.142166914
11,"L1","visuell","audio/n15.wav",15,1,1.609892938
11,"L1","visuell","audio/n16.wav",16,1,2.996093586
11,"L1","kontroll","audio/n18.wav",17,1,1.641492852
11,"L1","visuell","audio/n9.wav",18,1,1.677820319
11,"L1","visuell","audio/n14.wav",19,1,1.760259525
11,"L1","visuospatial","audio/n3.wav",20,1,2.461652996
11,"L1","kontroll","audio/n8.wav",21,1,1.576573096
11,"L1","visuell","audio/n13.wav",22,1,3.146468999
11,"L1","kontroll","audio/n17.wav",23,1,2.060536763
11,"L1","visuospatial","audio/n23.wav",24,1,2.294406199
11,"L2","visuell","audio/r3.wav",1,1,1.728273517
11,"L2","kontroll","audio/r13.wav",2,1,3.012779362
11,"L2","kontroll","audio/r11.wav",3,1,2.662525644
11,"L2","visuospatial","audio/r22.wav",4,1,2.328214851
11,"L2","visuospatial","audio/r19.wav",5,1,3.53052505
11,"L2","visuell","audio/r4.wav",6,1,2.361467698
11,"L2","visuell","audio/r1.wav",7,1,3.547694371
11,"L2","kontroll","audio/r15.wav",8,1,4.566181164
11,"L2","visuospatial","audio/r24.wav",9,1,2.4099354
11,"L2","visuell","audio/r6.wav",10,1,2.228052304
11,"L2","visuell","audio/r2.wav",11,1,2.04458736
11,"L2","visuell","audio/r7.wav",12,1,1.275789817
11,"L2","kontroll","audio/r14.wav",13,0,1.609762274
11,"L2","visuospatial","audio/r23.wav",14,1,1.543447127
11,"L2","visuospatial","audio/r18.wav",15,1,1.677094025
11,"L2","kontroll","audio/r10.wav",16,1,2.344719965
11,"L2","visuospatial","audio/r17.wav",17,1,1.643023594
11,"L2","visuell","audio/r8.wav",18,1,1.55984525
11,"L2","kontroll","audio/r12.wav",19,1,2.328006923
11,"L2","kontroll","audio/r16.wav",20,1,1.793591734
11,"L2","visuospatial","audio/r21.wav",21,1,1.626348734
11,"L2","kontroll","audio/r9.wav",22,1,3.146496431
11,"L2","visuell","audio/r5.wav",23,1,2.428202662
11,"L2","visuospatial","audio/r20.wav",24,1,1.443204551
12,"L1","visuell","audio/n16.wav",1,1,1.142070351
12,"L1","visuospatial","audio/n21.wav",2,1,1.458747918
12,"L1","visuospatial","audio/n22.wav",3,0,1.778944664
12,"L1","kontroll","audio/n8.wav",4,1,2.661988351
12,"L1","visuospatial","audio/n3.wav",5,1,1.99388986
12,"L1","visuospatial","audio/n23.wav",6,0,2.194370893
12,"L1","visuell","audio/n10.wav",7,1,1.659998898
12,"L1","visuell","audio/n14.wav",8,1,1.40946015
12,"L1","visuospatial","audio/n1.wav",9,1,1.342475973
12,"L1","kontroll","audio/n7.wav",10,0,1.978537563
12,"L1","kontroll","audio/n5.wav",11,1,1.492937653
12,"L1","kontroll","audio/n18.wav",12,0,1.476337314
12,"L1","visuell","audio/n12.wav",13,1,5.017125086
12,"L1","kontroll","audio/n19.wav",14,0,2.478303239
12,"L1","visuospatial","audio/n24.wav",15,1,1.375898636
12,"L1","visuospatial","audio/n4.wav",16,1,1.409313233
12,"L1","kontroll","audio/n6.wav",17,1,1.20892986
12,"L1","visuell","audio/n13.wav",18,1,1.843446788
12,"L1","visuospatial","audio/n2.wav",19,0,3.597431699
12,"L1","kontroll","audio/n17.wav",20,1,1.893735704
12,"L1","visuell","audio/n15.wav",21,1,1.960725092
12,"L1","kontroll","audio/n20.wav",22,1,1.994989909
12,"L1","visuell","audio/n9.wav",23,1,1.69318638
12,"L1","visuell","audio/n11.wav",24,0,1.760108835
12,"L2","kontroll","audio/r14.wav",1,1,1.359272428
12,"L2","visuospatial","audio/r20.wav",2,1,1.058598746
12,"L2","visuospatial","audio/r21.wav",3,1,1.073660668
12,"L2","visuospatial","audio/r23.wav",4,1,1.225783495
12,"L2","kontroll","audio/r9.wav",5,1,1.409365615
12,"L2","visuospatial","audio/r17.wav",6,1,1.27572376
12,"L2","visuell","audio/r2.wav",7,0,1.709960887
12,"L2","kontroll","audio/r16.wav",8,1,1.160434348
12,"L2","visuell","audio/r7.wav",9,1,1.008571628
12,"L2","visuospatial","audio/r24.wav",10,1,1.476142952
12,"L2","visuospatial","audio/r19.wav",11,1,1.392721807
12,"L2","kontroll","audio/r10.wav",12,1,1.359503202
12,"L2","visuell","audio/r6.wav",13,1,1.309163992
12,"L2","visuospatial","audio/r18.wav",14,1,1.309121198
12,"L2","visuell","audio/r1.wav",15,1,1.609812759
12,"L2","visuell","audio/r3.wav",16,1,1.042172674
12,"L2","kontroll","audio/r11.wav",17,1,1.207839865
12,"L2","kontroll","audio/r12.wav",18,1,1.309583353
12,"L2","kontroll","audio/r15.wav",19,1,1.225477235
12,"L2","visuospatial","audio/r22.wav",20,1,1.927148433
12,"L2","kontroll","audio/r13.wav",21,1,1.259087471
12,"L2","visuell","audio/r8.wav",22,1,1.008567345
12,"L2","visuell","audio/r4.wav",23,1,1.24245439
12,"L2","visuell","audio/r5.wav",24,1,1.359235943
13,"L1","visuell","audio/n13.wav",1,1,2.110947266
13,"L1","kontroll","audio/n19.wav",2,1,11.26409737
13,"L1","visuell","audio/n10.wav",3,1,2.278072174
13,"L1","visuell","audio/n16.wav",4,1,2.06072773
13,"L1","visuospatial","audio/n3.wav",5,1,2.428133155
13,"L1","visuospatial","audio/n22.wav",6,1,2.032144327
13,"L1","kontroll","audio/n17.wav",7,1,3.047730429
13,"L1","visuospatial","audio/n1.wav",8,1,2.12771965
13,"L1","visuospatial","audio/n23.wav",9,1,3.17989125
13,"L1","visuell","audio/n9.wav",10,1,7.790712558
13,"L1","visuell","audio/n12.wav",11,1,2.127455181
13,"L1","visuospatial","audio/n24.wav",12,1,2.49503315
13,"L1","visuospatial","audio/n21.wav",13,1,2.294718418
13,"L1","visuospatial","audio/n2.wav",14,1,1.827121757
13,"L1","visuospatial","audio/n4.wav",15,1,2.110818794
13,"L1","kontroll","audio/n20.wav",16,1,3.264890033
13,"L1","visuell","audio/n11.wav",17,1,2.812419165
13,"L1","kontroll","audio/n6.wav",18,1,4.115316116
13,"L1","kontroll","audio/n5.wav",19,1,1.910494261
13,"L1","kontroll","audio/n7.wav",20,1,2.86258513
13,"L1","kontroll","audio/n8.wav",21,1,2.662624355
13,"L1","visuell","audio/n14.wav",22,1,2.094516451
13,"L1","visuell","audio/n15.wav",23,1,1.610003893
13,"L1","kontroll","audio/n18.wav",24,1,4.633037568
13,"L2","kontroll","audio/r11.wav",1,1,1.257368385
13,"L2","visuell","audio/r1.wav",2,1,2.779579569
13,"L2","visuell","audio/r2.wav",3,1,1.593155561
13,"L2","visuospatial","audio/r17.wav",4,1,2.344829563
13,"L2","kontroll","audio/r12.wav",5,1,1.559732047
13,"L2","kontroll","audio/r14.wav",6,1,1.993925778
13,"L2","visuell","audio/r5.wav",7,1,1.726745381
13,"L2","visuospatial","audio/r23.wav",8,1,2.12815582
13,"L2","kontroll","audio/r9.wav",9,1,1.893949855
13,"L2","kontroll","audio/r15.wav",10,1,1.827462874
13,"L2","kontroll","audio/r10.wav",11,1,2.729032765
13,"L2","kontroll","audio/r16.wav",12,1,1.743702325
13,"L2","kontroll","audio/r13.wav",13,1,1.476154548
13,"L2","visuospatial","audio/r20.wav",14,1,12.04755189
13,"L2","visuospatial","audio/r19.wav",15,1,1.977187814
13,"L2","visuospatial","audio/r24.wav",16,1,2.194441087
13,"L2","visuospatial","audio/r18.wav",17,1,2.044076822
13,"L2","visuospatial","audio/r22.wav",18,1,2.060743579
13,"L2","visuell","audio/r6.wav",19,1,5.918945172
13,"L2","visuell","audio/r7.wav",20,1,2.678879086
13,"L2","visuospatial","audio/r21.wav",21,1,2.160902012
13,"L2","visuell","audio/r4.wav",22,1,2.161102064
13,"L2","visuell","audio/r8.wav",23,1,1.810288765
13,"L2","visuell","audio/r3.wav",24,1,2.662440819
14,"L1","visuospatial","audio/n22.wav",1,0,2.344725285
14,"L1","visuell","audio/n16.wav",2,1,6.102747656
14,"L1","kontroll","audio/n18.wav",3,1,6.419946332
14,"L1","kontroll","audio/n20.wav",4,0,4.282382656
14,"L1","kontroll","audio/n5.wav",5,1,10.89646203
14,"L1","visuell","audio/n10.wav",6,1,4.29904534
14,"L1","visuospatial","audio/n1.wav",7,0,3.463913279
14,"L1","kontroll","audio/n8.wav",8,1,3.68091637
14,"L1","visuospatial","audio/n2.wav",9,0,3.313675855
14,"L1","visuell","audio/n13.wav",10,1,2.812216942
14,"L1","kontroll","audio/n19.wav",11,1,2.561896076
14,"L1","visuospatial","audio/n23.wav",12,1,11.31419147
14,"L1","visuell","audio/n12.wav",13,0,4.566564454
14,"L1","visuospatial","audio/n4.wav",14,0,4.382275539
14,"L1","visuospatial","audio/n3.wav",15,1,4.784052791
14,"L1","visuospatial","audio/n24.wav",16,0,6.754269198
14,"L1","kontroll","audio/n6.wav",17,0,5.217675421
14,"L1","visuell","audio/n14.wav",18,1,5.451393114
14,"L1","visuell","audio/n9.wav",19,1,2.662159509
14,"L1","kontroll","audio/n17.wav",20,1,6.570349673
14,"L1","visuell","audio/n11.wav",21,0,8.041519482
14,"L1","visuospatial","audio/n21.wav",22,0,8.324175812
14,"L1","kontroll","audio/n7.wav",23,0,3.981447715
14,"L1","visuell","audio/n15.wav",24,1,8.591635519
14,"L2","visuospatial","audio/r17.wav",1,1,4.683147486
14,"L2","visuell","audio/r2.wav",2,1,2.062959225
14,"L2","kontroll","audio/r9.wav",3,1,7.438180836
14,"L2","visuell","audio/r1.wav",4,0,5.351181742
14,"L2","kontroll","audio/r11.wav",5,1,1.69325123
14,"L2","visuospatial","audio/r18.wav",6,1,4.850617238
14,"L2","visuospatial","audio/r24.wav",7,1,6.553885502
14,"L2","visuell","audio/r6.wav",8,1,2.678718804
14,"L2","visuell","audio/r4.wav",9,1,2.762100529
14,"L2","kontroll","audio/r15.wav",10,1,3.129778329
14,"L2","kontroll","audio/r16.wav",11,1,3.079971586
14,"L2","visuell","audio/r7.wav",12,1,1.927245232
14,"L2","visuospatial","audio/r23.wav",13,1,4.983883486
14,"L2","visuell","audio/r8.wav",14,1,3.146615979
14,"L2","kontroll","audio/r14.wav",15,1,5.084890196
14,"L2","kontroll","audio/r13.wav",16,1,5.985890519
14,"L2","visuell","audio/r5.wav",17,0,4.850312017
14,"L2","kontroll","audio/r12.wav",18,1,4.183302814
14,"L2","visuospatial","audio/r22.wav",19,1,5.518325861
14,"L2","visuospatial","audio/r21.wav",20,0,7.505876421
14,"L2","kontroll","audio/r10.wav",21,1,1.82711165
14,"L2","visuospatial","audio/r19.wav",22,1,3.563965625
14,"L2","visuospatial","audio/r20.wav",23,1,3.831233141
14,"L2","visuell","audio/r3.wav",24,1,2.561819332
15,"L1","visuell","audio/n11.wav",1,1,1.943856067
15,"L1","visuospatial","audio/n1.wav",2,1,1.359309099
15,"L1","kontroll","audio/n17.wav",3,1,10.88034023
15,"L1","visuell","audio/n15.wav",4,1,2.361607006
15,"L1","kontroll","audio/n19.wav",5,1,1.811456332
15,"L1","kontroll","audio/n6.wav",6,1,1.208963428
15,"L1","visuospatial","audio/n3.wav",7,1,1.760129478
15,"L1","visuell","audio/n9.wav",8,1,2.011008307
15,"L1","visuell","audio/n12.wav",9,1,3.86474471
15,"L1","visuospatial","audio/n2.wav",10,1,1.37601026
15,"L1","visuospatial","audio/n23.wav",11,1,0.924923299
15,"L1","visuell","audio/n16.wav",12,0,9.54361505
15,"L1","kontroll","audio/n18.wav",13,1,1.743489912
15,"L1","visuell","audio/n14.wav",14,1,5.100716312
15,"L1","kontroll","audio/n8.wav",15,1,0.891524078
15,"L1","visuospatial","audio/n24.wav",16,1,3.831172252
15,"L1","visuell","audio/n10.wav",17,1,1.627864147
15,"L1","visuospatial","audio/n4.wav",18,1,0.808104537
15,"L1","visuell","audio/n13.wav",19,1,0.908613857
15,"L1","visuospatial","audio/n21.wav",20,1,1.675024295
15,"L1","kontroll","audio/n5.wav",21,1,1.97744035
15,"L1","visuospatial","audio/n22.wav",22,1,1.777724781
15,"L1","kontroll","audio/n7.wav",23,1,1.259305531
15,"L1","kontroll","audio/n20.wav",24,1,6.437069617
15,"L2","visuospatial","audio/r17.wav",1,1,1.593063993
15,"L2","visuospatial","audio/r19.wav",2,1,1.376997295
15,"L2","visuell","audio/r1.wav",3,1,3.630996254
15,"L2","visuell","audio/r3.wav",4,1,0.991936345
15,"L2","kontroll","audio/r12.wav",5,1,5.618461014
15,"L2","kontroll","audio/r15.wav",6,1,13.01786664
15,"L2","visuell","audio/r6.wav",7,0,6.52049158
15,"L2","kontroll","audio/r13.wav",8,1,1.058468169
15,"L2","kontroll","audio/r16.wav",9,1,7.539334516
15,"L2","visuell","audio/r4.wav",10,1,1.860288804
15,"L2","visuell","audio/r5.wav",11,1,5.234262798
15,"L2","visuell","audio/r7.wav",12,1,8.073853988
15,"L2","visuospatial","audio/r21.wav",13,1,0.524219479
15,"L2","kontroll","audio/r11.wav",14,0,8.123769637
15,"L2","visuospatial","audio/r23.wav",15,1,1.37587511
15,"L2","visuospatial","audio/r22.wav",16,0,5.134595872
15,"L2","kontroll","audio/r10.wav",17,0,2.979276908
15,"L2","kontroll","audio/r9.wav",18,1,3.898086124
15,"L2","visuospatial","audio/r20.wav",19,1,3.81459207
15,"L2","visuell","audio/r8.wav",20,1,1.176875638
15,"L2","visuell","audio/r2.wav",21,1,5.651908106
15,"L2","kontroll","audio/r14.wav",22,1,3.246652769
15,"L2","visuospatial","audio/r24.wav",23,1,1.775161576
15,"L2","visuospatial","audio/r18.wav",24,0,20.19985553
16,"L1","visuospatial","audio/n21.wav",1,1,3.581086839
16,"L1","visuell","audio/n16.wav",2,1,2.212992671
16,"L1","visuell","audio/n11.wav",3,1,2.060726694
16,"L1","visuell","audio/n12.wav",4,1,2.14414996
16,"L1","kontroll","audio/n6.wav",5,1,1.526236698
16,"L1","kontroll","audio/n5.wav",6,1,1.593076022
16,"L1","visuospatial","audio/n24.wav",7,1,1.593244735
16,"L1","visuell","audio/n13.wav",8,1,1.626495681
16,"L1","visuell","audio/n15.wav",9,1,1.476345184
16,"L1","visuospatial","audio/n1.wav",10,1,1.424676924
16,"L1","visuospatial","audio/n22.wav",11,1,1.71032519
16,"L1","kontroll","audio/n8.wav",12,1,1.776718852
16,"L1","kontroll","audio/n7.wav",13,1,1.426188129
16,"L1","kontroll","audio/n17.wav",14,1,1.576373644
16,"L1","visuell","audio/n9.wav",15,1,1.509507936
16,"L1","visuospatial","audio/n4.wav",16,1,1.025176282
16,"L1","visuospatial","audio/n23.wav",17,1,1.342499442
16,"L1","kontroll","audio/n18.wav",18,1,1.325856026
16,"L1","visuospatial","audio/n3.wav",19,1,1.325997974
16,"L1","kontroll","audio/n19.wav",20,1,2.027414039
16,"L1","visuospatial","audio/n2.wav",21,1,1.176220749
16,"L1","visuell","audio/n10.wav",22,1,1.40973407
16,"L1","kontroll","audio/n20.wav",23,1,1.409829638
16,"L1","visuell","audio/n14.wav",24,1,1.576471675
16,"L2","visuospatial","audio/r23.wav",1,1,1.426435768
16,"L2","kontroll","audio/r16.wav",2,0,5.065793159
16,"L2","visuospatial","audio/r20.wav",3,1,1.075301986
16,"L2","kontroll","audio/r14.wav",4,1,1.208975643
16,"L2","visuell","audio/r5.wav",5,1,1.393554024
16,"L2","kontroll","audio/r10.wav",6,1,1.142642438
16,"L2","visuospatial","audio/r22.wav",7,1,0.991782354
16,"L2","visuospatial","audio/r19.wav",8,1,1.30920204
16,"L2","kontroll","audio/r15.wav",9,1,0.941923483
16,"L2","visuell","audio/r7.wav",10,1,0.741410705
16,"L2","kontroll","audio/r12.wav",11,1,1.09208391
16,"L2","visuospatial","audio/r21.wav",12,1,1.126543326
16,"L2","visuell","audio/r1.wav",13,1,1.392804145
16,"L2","visuell","audio/r2.wav",14,1,1.075625275
16,"L2","kontroll","audio/r11.wav",15,1,0.925320773
16,"L2","visuell","audio/r3.wav",16,1,0.691084596
16,"L2","visuell","audio/r4.wav",17,1,1.259029987
16,"L2","kontroll","audio/r9.wav",18,1,1.275709079
16,"L2","kontroll","audio/r13.wav",19,1,1.210684018
16,"L2","visuell","audio/r8.wav",20,1,0.908279627
16,"L2","visuell","audio/r6.wav",21,1,0.84263142
16,"L2","visuospatial","audio/r18.wav",22,1,0.758489596
16,"L2","visuospatial","audio/r17.wav",23,1,0.84005622
16,"L2","visuospatial","audio/r24.wav",24,1,1.158981722
17,"L1","kontroll","audio/n17.wav",1,1,1.591236219
17,"L1","visuell","audio/n15.wav",2,0,5.134151038
