Subject;Lang.;Type;Item;Trial;Score;RT (gammal);RT
13;L1;visuell;audio/n16.wav;4;1;4.06072773;2.06072773
13;L1;visuospatial;audio/n3.wav;5;1;4.428133155;2.428133155
13;L1;visuospatial;audio/n22.wav;6;1;4.032144327;2.032144327
13;L1;kontroll;audio/n17.wav;7;1;5.047730429;3.047730429
13;L1;visuospatial;audio/n1.wav;8;1;4.12771965;2.12771965
13;L1;visuospatial;audio/n23.wav;9;1;5.17989125;3.17989125
13;L1;visuell;audio/n9.wav;10;1;9.790712558;7.790712558
13;L1;visuell;audio/n12.wav;11;1;4.127455181;2.127455181
13;L1;visuospatial;audio/n24.wav;12;1;4.49503315;2.49503315
13;L1;visuospatial;audio/n21.wav;13;1;4.294718418;2.294718418
13;L1;visuospatial;audio/n2.wav;14;1;3.827121757;1.827121757
13;L1;visuospatial;audio/n4.wav;15;1;4.110818794;2.110818794
13;L1;kontroll;audio/n20.wav;16;1;5.264890033;3.264890033
13;L1;visuell;audio/n11.wav;17;1;4.812419165;2.812419165
13;L1;kontroll;audio/n6.wav;18;1;6.115316116;4.115316116
13;L1;kontroll;audio/n5.wav;19;1;3.910494261;1.910494261
13;L1;kontroll;audio/n7.wav;20;1;4.86258513;2.86258513
13;L1;kontroll;audio/n8.wav;21;1;4.662624355;2.662624355
13;L1;visuell;audio/n14.wav;22;1;4.094516451;2.094516451
13;L1;visuell;audio/n15.wav;23;1;3.610003893;1.610003893
13;L1;kontroll;audio/n18.wav;24;1;6.633037568;4.633037568
13;L2;kontroll;audio/r11.wav;1;1;3.257368385;1.257368385
13;L2;visuell;audio/r1.wav;2;1;4.779579569;2.779579569
13;L2;visuell;audio/r2.wav;3;1;3.593155561;1.593155561
13;L2;visuospatial;audio/r17.wav;4;1;4.344829563;2.344829563
13;L2;kontroll;audio/r12.wav;5;1;3.559732047;1.559732047
13;L2;kontroll;audio/r14.wav;6;1;3.993925778;1.993925778
13;L2;visuell;audio/r5.wav;7;1;3.726745381;1.726745381
13;L2;visuospatial;audio/r23.wav;8;1;4.12815582;2.12815582
13;L2;kontroll;audio/r9.wav;9;1;3.893949855;1.893949855
13;L2;kontroll;audio/r15.wav;10;1;3.827462874;1.827462874
13;L2;kontroll;audio/r10.wav;11;1;4.729032765;2.729032765
13;L2;kontroll;audio/r16.wav;12;1;3.743702325;1.743702325
13;L2;kontroll;audio/r13.wav;13;1;3.476154548;1.476154548
13;L2;visuospatial;audio/r20.wav;14;1;14.04755189;12.04755189
13;L2;visuospatial;audio/r19.wav;15;1;3.977187814;1.977187814
13;L2;visuospatial;audio/r24.wav;16;1;4.194441087;2.194441087
13;L2;visuospatial;audio/r18.wav;17;1;4.044076822;2.044076822
13;L2;visuospatial;audio/r22.wav;18;1;4.060743579;2.060743579
13;L2;visuell;audio/r6.wav;19;1;7.918945172;5.918945172
13;L2;visuell;audio/r7.wav;20;1;4.678879086;2.678879086
13;L2;visuospatial;audio/r21.wav;21;1;4.160902012;2.160902012
13;L2;visuell;audio/r4.wav;22;1;4.161102064;2.161102064
13;L2;visuell;audio/r8.wav;23;1;3.810288765;1.810288765
13;L2;visuell;audio/r3.wav;24;1;4.662440819;2.662440819
14;L1;visuospatial;audio/n22.wav;1;0;4.344725285;2.344725285
14;L1;visuell;audio/n16.wav;2;1;8.102747656;6.102747656
14;L1;kontroll;audio/n18.wav;3;1;8.419946332;6.419946332
14;L1;kontroll;audio/n20.wav;4;0;6.282382656;4.282382656
14;L1;kontroll;audio/n5.wav;5;1;12.89646203;10.89646203
14;L1;visuell;audio/n10.wav;6;1;6.29904534;4.29904534
14;L1;visuospatial;audio/n1.wav;7;0;5.463913279;3.463913279
14;L1;kontroll;audio/n8.wav;8;1;5.68091637;3.68091637
14;L1;visuospatial;audio/n2.wav;9;0;5.313675855;3.313675855
14;L1;visuell;audio/n13.wav;10;1;4.812216942;2.812216942
14;L1;kontroll;audio/n19.wav;11;1;4.561896076;2.561896076
14;L1;visuospatial;audio/n23.wav;12;1;13.31419147;11.31419147
14;L1;visuell;audio/n12.wav;13;0;6.566564454;4.566564454
14;L1;visuospatial;audio/n4.wav;14;0;6.382275539;4.382275539
14;L1;visuospatial;audio/n3.wav;15;1;6.784052791;4.784052791
14;L1;visuospatial;audio/n24.wav;16;0;8.754269198;6.754269198
14;L1;kontroll;audio/n6.wav;17;0;7.217675421;5.217675421
14;L1;visuell;audio/n14.wav;18;1;7.451393114;5.451393114
14;L1;visuell;audio/n9.wav;19;1;4.662159509;2.662159509
14;L1;kontroll;audio/n17.wav;20;1;8.570349673;6.570349673
14;L1;visuell;audio/n11.wav;21;0;10.04151948;8.041519482
14;L1;visuospatial;audio/n21.wav;22;0;10.32417581;8.324175812
14;L1;kontroll;audio/n7.wav;23;0;5.981447715;3.981447715
14;L1;visuell;audio/n15.wav;24;1;10.59163552;8.591635519
14;L2;visuospatial;audio/r17.wav;1;1;6.683147486;4.683147486
14;L2;visuell;audio/r2.wav;2;1;4.062959225;2.062959225
14;L2;kontroll;audio/r9.wav;3;1;9.438180836;7.438180836
14;L2;visuell;audio/r1.wav;4;0;7.351181742;5.351181742
14;L2;kontroll;audio/r11.wav;5;1;3.69325123;1.69325123
14;L2;visuospatial;audio/r18.wav;6;1;6.850617238;4.850617238
14;L2;visuospatial;audio/r24.wav;7;1;8.553885502;6.553885502
14;L2;visuell;audio/r6.wav;8;1;4.678718804;2.678718804
14;L2;visuell;audio/r4.wav;9;1;4.762100529;2.762100529
14;L2;kontroll;audio/r15.wav;10;1;5.129778329;3.129778329
14;L2;kontroll;audio/r16.wav;11;1;5.079971586;3.079971586
14;L2;visuell;audio/r7.wav;12;1;3.927245232;1.927245232
14;L2;visuospatial;audio/r23.wav;13;1;6.983883486;4.983883486
14;L2;visuell;audio/r8.wav;14;1;5.146615979;3.146615979
14;L2;kontroll;audio/r14.wav;15;1;7.084890196;5.084890196
14;L2;kontroll;audio/r13.wav;16;1;7.985890519;5.985890519
14;L2;visuell;audio/r5.wav;17;0;6.850312017;4.850312017
14;L2;kontroll;audio/r12.wav;18;1;6.183302814;4.183302814
14;L2;visuospatial;audio/r22.wav;19;1;7.518325861;5.518325861
14;L2;visuospatial;audio/r21.wav;20;0;9.505876421;7.505876421
14;L2;kontroll;audio/r10.wav;21;1;3.82711165;1.82711165
14;L2;visuospatial;audio/r19.wav;22;1;5.563965625;3.563965625
14;L2;visuospatial;audio/r20.wav;23;1;5.831233141;3.831233141
14;L2;visuell;audio/r3.wav;24;1;4.561819332;2.561819332
15;L1;visuell;audio/n11.wav;1;1;3.943856067;1.943856067
15;L1;visuospatial;audio/n1.wav;2;1;3.359309099;1.359309099
15;L1;kontroll;audio/n17.wav;3;1;12.88034023;10.88034023
15;L1;visuell;audio/n15.wav;4;1;4.361607006;2.361607006
15;L1;kontroll;audio/n19.wav;5;1;3.811456332;1.811456332
15;L1;kontroll;audio/n6.wav;6;1;3.208963428;1.208963428
15;L1;visuospatial;audio/n3.wav;7;1;3.760129478;1.760129478
15;L1;visuell;audio/n9.wav;8;1;4.011008307;2.011008307
15;L1;visuell;audio/n12.wav;9;1;5.86474471;3.86474471
15;L1;visuospatial;audio/n2.wav;10;1;3.37601026;1.37601026
15;L1;visuospatial;audio/n23.wav;11;1;2.924923299;0.924923299
15;L1;visuell;audio/n16.wav;12;0;11.54361505;9.54361505
15;L1;kontroll;audio/n18.wav;13;1;3.743489912;1.743489912
15;L1;visuell;audio/n14.wav;14;1;7.100716312;5.100716312
15;L1;kontroll;audio/n8.wav;15;1;2.891524078;0.891524078
15;L1;visuospatial;audio/n24.wav;16;1;5.831172252;3.831172252
15;L1;visuell;audio/n10.wav;17;1;3.627864147;1.627864147
15;L1;visuospatial;audio/n4.wav;18;1;2.808104537;0.808104537
15;L1;visuell;audio/n13.wav;19;1;2.908613857;0.908613857
15;L1;visuospatial;audio/n21.wav;20;1;3.675024295;1.675024295
15;L1;kontroll;audio/n5.wav;21;1;3.97744035;1.97744035
15;L1;visuospatial;audio/n22.wav;22;1;3.777724781;1.777724781
15;L1;kontroll;audio/n7.wav;23;1;3.259305531;1.259305531
15;L1;kontroll;audio/n20.wav;24;1;8.437069617;6.437069617
15;L2;visuospatial;audio/r17.wav;1;1;3.593063993;1.593063993
15;L2;visuospatial;audio/r19.wav;2;1;3.376997295;1.376997295
15;L2;visuell;audio/r1.wav;3;1;5.630996254;3.630996254
15;L2;visuell;audio/r3.wav;4;1;2.991936345;0.991936345
15;L2;kontroll;audio/r12.wav;5;1;7.618461014;5.618461014
15;L2;kontroll;audio/r15.wav;6;1;15.01786664;13.01786664
15;L2;visuell;audio/r6.wav;7;0;8.52049158;6.52049158
15;L2;kontroll;audio/r13.wav;8;1;3.058468169;1.058468169
15;L2;kontroll;audio/r16.wav;9;1;9.539334516;7.539334516
15;L2;visuell;audio/r4.wav;10;1;3.860288804;1.860288804
15;L2;visuell;audio/r5.wav;11;1;7.234262798;5.234262798
15;L2;visuell;audio/r7.wav;12;1;10.07385399;8.073853988
15;L2;visuospatial;audio/r21.wav;13;1;2.524219479;0.524219479
15;L2;kontroll;audio/r11.wav;14;0;10.12376964;8.123769637
15;L2;visuospatial;audio/r23.wav;15;1;3.37587511;1.37587511
15;L2;visuospatial;audio/r22.wav;16;0;7.134595872;5.134595872
15;L2;kontroll;audio/r10.wav;17;0;4.979276908;2.979276908
15;L2;kontroll;audio/r9.wav;18;1;5.898086124;3.898086124
15;L2;visuospatial;audio/r20.wav;19;1;5.81459207;3.81459207
15;L2;visuell;audio/r8.wav;20;1;3.176875638;1.176875638
15;L2;visuell;audio/r2.wav;21;1;7.651908106;5.651908106
15;L2;kontroll;audio/r14.wav;22;1;5.246652769;3.246652769
15;L2;visuospatial;audio/r24.wav;23;1;3.775161576;1.775161576
15;L2;visuospatial;audio/r18.wav;24;0;22.19985553;20.19985553
16;L1;visuospatial;audio/n21.wav;1;1;5.581086839;3.581086839
16;L1;visuell;audio/n16.wav;2;1;4.212992671;2.212992671
16;L1;visuell;audio/n11.wav;3;1;4.060726694;2.060726694
16;L1;visuell;audio/n12.wav;4;1;4.14414996;2.14414996
16;L1;kontroll;audio/n6.wav;5;1;3.526236698;1.526236698
16;L1;kontroll;audio/n5.wav;6;1;3.593076022;1.593076022
16;L1;visuospatial;audio/n24.wav;7;1;3.593244735;1.593244735
16;L1;visuell;audio/n13.wav;8;1;3.626495681;1.626495681
16;L1;visuell;audio/n15.wav;9;1;3.476345184;1.476345184
16;L1;visuospatial;audio/n1.wav;10;1;3.424676924;1.424676924
16;L1;visuospatial;audio/n22.wav;11;1;3.71032519;1.71032519
16;L1;kontroll;audio/n8.wav;12;1;3.776718852;1.776718852
16;L1;kontroll;audio/n7.wav;13;1;3.426188129;1.426188129
16;L1;kontroll;audio/n17.wav;14;1;3.576373644;1.576373644
16;L1;visuell;audio/n9.wav;15;1;3.509507936;1.509507936
16;L1;visuospatial;audio/n4.wav;16;1;3.025176282;1.025176282
16;L1;visuospatial;audio/n23.wav;17;1;3.342499442;1.342499442
16;L1;kontroll;audio/n18.wav;18;1;3.325856026;1.325856026
16;L1;visuospatial;audio/n3.wav;19;1;3.325997974;1.325997974
16;L1;kontroll;audio/n19.wav;20;1;4.027414039;2.027414039
16;L1;visuospatial;audio/n2.wav;21;1;3.176220749;1.176220749
16;L1;visuell;audio/n10.wav;22;1;3.40973407;1.40973407
16;L1;kontroll;audio/n20.wav;23;1;3.409829638;1.409829638
16;L1;visuell;audio/n14.wav;24;1;3.576471675;1.576471675
16;L2;visuospatial;audio/r23.wav;1;1;3.426435768;1.426435768
16;L2;kontroll;audio/r16.wav;2;0;7.065793159;5.065793159
16;L2;visuospatial;audio/r20.wav;3;1;3.075301986;1.075301986
16;L2;kontroll;audio/r14.wav;4;1;3.208975643;1.208975643
16;L2;visuell;audio/r5.wav;5;1;3.393554024;1.393554024
16;L2;kontroll;audio/r10.wav;6;1;3.142642438;1.142642438
16;L2;visuospatial;audio/r22.wav;7;1;2.991782354;0.991782354
16;L2;visuospatial;audio/r19.wav;8;1;3.30920204;1.30920204
16;L2;kontroll;audio/r15.wav;9;1;2.941923483;0.941923483
16;L2;visuell;audio/r7.wav;10;1;2.741410705;0.741410705
16;L2;kontroll;audio/r12.wav;11;1;3.09208391;1.09208391
16;L2;visuospatial;audio/r21.wav;12;1;3.126543326;1.126543326
16;L2;visuell;audio/r1.wav;13;1;3.392804145;1.392804145
16;L2;visuell;audio/r2.wav;14;1;3.075625275;1.075625275
16;L2;kontroll;audio/r11.wav;15;1;2.925320773;0.925320773
16;L2;visuell;audio/r3.wav;16;1;2.691084596;0.691084596
16;L2;visuell;audio/r4.wav;17;1;3.259029987;1.259029987
16;L2;kontroll;audio/r9.wav;18;1;3.275709079;1.275709079
16;L2;kontroll;audio/r13.wav;19;1;3.210684018;1.210684018
16;L2;visuell;audio/r8.wav;20;1;2.908279627;0.908279627
16;L2;visuell;audio/r6.wav;21;1;2.84263142;0.84263142
16;L2;visuospatial;audio/r18.wav;22;1;2.758489596;0.758489596
16;L2;visuospatial;audio/r17.wav;23;1;2.84005622;0.84005622
16;L2;visuospatial;audio/r24.wav;24;1;3.158981722;1.158981722
17;L1;kontroll;audio/n17.wav;1;1;3.591236219;1.591236219
17;L1;visuell;audio/n15.wav;2;0;7.134151038;5.134151038
17;L1;visuell;audio/n13.wav;3;1;3.142026323;1.142026323
17;L1;visuell;audio/n12.wav;4;1;2.658952424;0.658952424
17;L1;visuell;audio/n10.wav;5;1;6.082257781;4.082257781
17;L1;visuell;audio/n9.wav;6;1;5.229907727;3.229907727
17;L1;visuospatial;audio/n2.wav;7;1;4.845841517;2.845841517
17;L1;kontroll;audio/n19.wav;8;0;6.415909724;4.415909724
17;L1;kontroll;audio/n7.wav;9;0;4.41169697;2.41169697
17;L1;visuospatial;audio/n21.wav;10;0;3.609764878;1.609764878
17;L1;kontroll;audio/n5.wav;11;1;3.459522069;1.459522069
17;L1;visuell;audio/n16.wav;12;1;4.91263611;2.91263611
17;L1;visuospatial;audio/n3.wav;13;0;5.929770571;3.929770571
17;L1;kontroll;audio/n18.wav;14;0;4.629208736;2.629208736
17;L1;visuospatial;audio/n24.wav;15;1;3.492967542;1.492967542
17;L1;visuospatial;audio/n22.wav;16;1;4.278135306;2.278135306
17;L1;visuell;audio/n11.wav;17;1;3.827211095;1.827211095
17;L1;visuell;audio/n14.wav;18;1;6.901501424;4.901501424
17;L1;visuospatial;audio/n4.wav;19;1;3.760031335;1.760031335
17;L1;visuospatial;audio/n23.wav;20;1;6.866846107;4.866846107
17;L1;kontroll;audio/n8.wav;21;1;3.408233665;1.408233665
17;L1;visuospatial;audio/n1.wav;22;1;5.831158836;3.831158836
17;L1;kontroll;audio/n20.wav;23;1;3.526268043;1.526268043
17;L1;kontroll;audio/n6.wav;24;1;3.008364727;1.008364727
17;L2;kontroll;audio/r16.wav;1;1;3.893908172;1.893908172
17;L2;kontroll;audio/r14.wav;2;0;5.680954137;3.680954137
17;L2;visuell;audio/r8.wav;3;0;3.793512386;1.793512386
17;L2;kontroll;audio/r11.wav;4;1;5.948072305;3.948072305
17;L2;kontroll;audio/r12.wav;5;1;4.695548764;2.695548764
17;L2;visuospatial;audio/r17.wav;6;0;3.459409723;1.459409723
17;L2;visuospatial;audio/r19.wav;7;1;5.029404516;3.029404516
17;L2;visuell;audio/r7.wav;8;1;5.914819837;3.914819837
17;L2;visuell;audio/r4.wav;9;1;5.313466641;3.313466641
17;L2;kontroll;audio/r9.wav;10;0;4.678902533;2.678902533
17;L2;kontroll;audio/r13.wav;11;1;2.173450474;0.173450474
17;L2;visuell;audio/r3.wav;12;1;3.576357495;1.576357495
17;L2;visuell;audio/r5.wav;13;1;5.231900107;3.231900107
17;L2;visuospatial;audio/r22.wav;14;1;4.027706263;2.027706263
17;L2;visuospatial;audio/r23.wav;15;1;3.676625349;1.676625349
17;L2;visuell;audio/r1.wav;16;1;5.480965719;3.480965719
17;L2;visuospatial;audio/r18.wav;17;1;5.614363296;3.614363296
17;L2;kontroll;audio/r15.wav;18;1;5.848437853;3.848437853
17;L2;visuospatial;audio/r21.wav;19;1;3.15721967;1.15721967
17;L2;visuell;audio/r2.wav;20;0;4.444890703;2.444890703
17;L2;visuospatial;audio/r24.wav;21;0;5.998218839;3.998218839
17;L2;visuospatial;audio/r20.wav;22;1;3.510192224;1.510192224
17;L2;kontroll;audio/r10.wav;23;1;2.824828672;0.824828672
17;L2;visuell;audio/r6.wav;24;1;4.127630773;2.127630773
18;L1;kontroll;audio/n18.wav;1;1;10.3583112;8.358311195
18;L1;visuell;audio/n12.wav;2;1;14.38295429;12.38295429
18;L1;visuospatial;audio/n24.wav;3;1;3.776735509;1.776735509
18;L1;kontroll;audio/n8.wav;4;1;6.499288017;4.499288017
18;L1;kontroll;audio/n6.wav;5;1;9.338631464;7.338631464
18;L1;visuell;audio/n10.wav;6;0;8.153634356;6.153634356
18;L1;visuospatial;audio/n21.wav;7;1;5.848079342;3.848079342
18;L1;visuell;audio/n9.wav;8;1;5.714207541;3.714207541
18;L1;kontroll;audio/n5.wav;9;1;3.659953288;1.659953288
18;L1;visuell;audio/n15.wav;10;1;3.359273174;1.359273174
18;L1;visuospatial;audio/n4.wav;11;1;3.927142003;1.927142003
18;L1;visuospatial;audio/n3.wav;12;1;5.163019484;3.163019484
18;L1;visuospatial;audio/n23.wav;13;1;3.192245326;1.192245326
18;L1;kontroll;audio/n17.wav;14;1;3.225717029;1.225717029
18;L1;visuospatial;audio/n1.wav;15;1;3.008480174;1.008480174
18;L1;visuell;audio/n11.wav;16;1;3.610118751;1.610118751
18;L1;kontroll;audio/n7.wav;17;0;3.325780958;1.325780958
18;L1;kontroll;audio/n19.wav;18;1;3.242278737;1.242278737
18;L1;visuell;audio/n13.wav;19;1;4.629118663;2.629118663
18;L1;visuell;audio/n14.wav;20;1;3.91059761;1.91059761
18;L1;kontroll;audio/n20.wav;21;1;4.176010283;2.176010283
18;L1;visuospatial;audio/n22.wav;22;1;4.929344324;2.929344324
18;L1;visuell;audio/n16.wav;23;0;4.259515611;2.259515611
18;L1;visuospatial;audio/n2.wav;24;1;7.266143991;5.266143991
18;L2;kontroll;audio/r11.wav;1;1;3.760094097;1.760094097
18;L2;visuell;audio/r1.wav;2;1;3.810281099;1.810281099
18;L2;kontroll;audio/r12.wav;3;1;3.559865838;1.559865838
18;L2;kontroll;audio/r9.wav;4;1;3.527916924;1.527916924
18;L2;kontroll;audio/r14.wav;5;1;3.190439194;1.190439194
18;L2;visuell;audio/r2.wav;6;1;3.309223963;1.309223963
18;L2;visuell;audio/r6.wav;7;1;2.975202603;0.975202603
18;L2;visuospatial;audio/r20.wav;8;1;2.941558334;0.941558334
18;L2;visuell;audio/r7.wav;9;1;3.50971937;1.50971937
18;L2;visuell;audio/r4.wav;10;1;2.457450076;0.457450076
18;L2;visuospatial;audio/r17.wav;11;1;4.578546709;2.578546709
18;L2;visuospatial;audio/r18.wav;12;1;4.612070506;2.612070506
18;L2;kontroll;audio/r10.wav;13;1;4.879250878;2.879250878
18;L2;kontroll;audio/r16.wav;14;1;3.041962579;1.041962579
18;L2;visuospatial;audio/r21.wav;15;1;2.774739219;0.774739219
18;L2;visuell;audio/r3.wav;16;1;2.875083255;0.875083255
18;L2;visuospatial;audio/r22.wav;17;1;2.958485937;0.958485937
18;L2;kontroll;audio/r13.wav;18;1;2.590874323;0.590874323
18;L2;visuospatial;audio/r23.wav;19;1;3.125406544;1.125406544
18;L2;visuell;audio/r8.wav;20;1;2.608884134;0.608884134
18;L2;visuospatial;audio/r24.wav;21;1;2.858310176;0.858310176
18;L2;kontroll;audio/r15.wav;22;1;2.824842204;0.824842204
18;L2;visuell;audio/r5.wav;23;1;3.559670115;1.559670115
18;L2;visuospatial;audio/r19.wav;24;1;2.641118029;0.641118029
19;L1;visuospatial;audio/n1.wav;1;1;3.37619979;1.37619979
