Subject;Lang.;Type;Item;Trial;Score;RT (gammal);RT
19;L1;visuospatial;audio/n24.wav;2;1;3.309795601;1.309795601
19;L1;visuell;audio/n15.wav;3;1;2.55840075;0.55840075
19;L1;kontroll;audio/n6.wav;4;1;3.594404017;1.594404017
19;L1;kontroll;audio/n17.wav;5;1;3.260493118;1.260493118
19;L1;visuell;audio/n11.wav;6;1;3.094360864;1.094360864
19;L1;visuospatial;audio/n22.wav;7;1;3.510487569;1.510487569
19;L1;visuell;audio/n9.wav;8;1;3.794912596;1.794912596
19;L1;kontroll;audio/n20.wav;9;1;3.427600601;1.427600601
19;L1;kontroll;audio/n5.wav;10;1;2.89315351;0.89315351
19;L1;kontroll;audio/n19.wav;11;1;2.892471368;0.892471368
19;L1;visuospatial;audio/n23.wav;12;1;3.578820001;1.578820001
19;L1;visuospatial;audio/n21.wav;13;1;3.594103105;1.594103105
19;L1;visuell;audio/n10.wav;14;0;6.216122536;4.216122536
19;L1;visuell;audio/n14.wav;15;1;3.697874122;1.697874122
19;L1;visuospatial;audio/n4.wav;16;1;3.161017554;1.161017554
19;L1;kontroll;audio/n7.wav;17;1;3.543667492;1.543667492
19;L1;visuell;audio/n13.wav;18;1;3.309260818;1.309260818
19;L1;kontroll;audio/n18.wav;19;1;3.462432625;1.462432625
19;L1;kontroll;audio/n8.wav;20;1;3.360009839;1.360009839
19;L1;visuospatial;audio/n3.wav;21;1;3.578857495;1.578857495
19;L1;visuell;audio/n16.wav;22;1;3.09334187;1.09334187
19;L1;visuell;audio/n12.wav;23;1;3.276433392;1.276433392
19;L1;visuospatial;audio/n2.wav;24;1;2.925838304;0.925838304
19;L2;visuell;audio/r5.wav;1;0;3.194950219;1.194950219
19;L2;visuospatial;audio/r20.wav;2;0;3.309605266;1.309605266
19;L2;kontroll;audio/r14.wav;3;0;3.844841187;1.844841187
19;L2;visuospatial;audio/r23.wav;4;0;3.494815689;1.494815689
19;L2;visuell;audio/r8.wav;5;0;3.32701214;1.32701214
19;L2;kontroll;audio/r16.wav;6;0;5.464958177;3.464958177
19;L2;kontroll;audio/r9.wav;7;0;4.042685843;2.042685843
19;L2;kontroll;audio/r11.wav;8;0;3.878171695;1.878171695
19;L2;kontroll;audio/r15.wav;9;1;4.69782252;2.69782252
19;L2;visuospatial;audio/r18.wav;10;1;3.344177126;1.344177126
19;L2;visuospatial;audio/r24.wav;11;1;3.811044723;1.811044723
19;L2;visuell;audio/r4.wav;12;1;3.443541018;1.443541018
19;L2;visuell;audio/r7.wav;13;0;3.143047757;1.143047757
19;L2;kontroll;audio/r10.wav;14;1;3.224258188;1.224258188
19;L2;visuospatial;audio/r17.wav;15;1;3.660823353;1.660823353
19;L2;visuell;audio/r2.wav;16;1;3.228530359;1.228530359
19;L2;visuospatial;audio/r19.wav;17;1;3.142227009;1.142227009
19;L2;visuospatial;audio/r21.wav;18;1;2.892609082;0.892609082
19;L2;kontroll;audio/r13.wav;19;1;2.626034459;0.626034459
19;L2;visuospatial;audio/r22.wav;20;1;3.39363506;1.39363506
19;L2;visuell;audio/r3.wav;21;1;2.709227283;0.709227283
19;L2;kontroll;audio/r12.wav;22;1;3.060732443;1.060732443
19;L2;visuell;audio/r6.wav;23;1;2.993656064;0.993656064
19;L2;visuell;audio/r1.wav;24;1;3.240964728;1.240964728
20;L1;kontroll;audio/n20.wav;1;1;6.281525287;4.281525287
20;L1;kontroll;audio/n8.wav;2;1;2.642030129;0.642030129
20;L1;visuospatial;audio/n4.wav;3;1;2.893515755;0.893515755
20;L1;visuospatial;audio/n1.wav;4;1;3.228401258;1.228401258
20;L1;visuospatial;audio/n22.wav;5;1;3.210257925;1.210257925
20;L1;kontroll;audio/n19.wav;6;0;5.297628682;3.297628682
20;L1;kontroll;audio/n7.wav;7;1;6.134040728;4.134040728
20;L1;visuospatial;audio/n23.wav;8;1;6.865749623;4.865749623
20;L1;kontroll;audio/n5.wav;9;0;8.705122166;6.705122166
20;L1;visuospatial;audio/n2.wav;10;1;3.395016965;1.395016965
20;L1;visuospatial;audio/n24.wav;11;1;3.393551762;1.393551762
20;L1;kontroll;audio/n17.wav;12;1;2.991889224;0.991889224
20;L1;visuell;audio/n14.wav;13;0;5.998985343;3.998985343
20;L1;visuell;audio/n12.wav;14;0;5.983622239;3.983622239
20;L1;visuell;audio/n10.wav;15;0;4.111680121;2.111680121
20;L1;visuell;audio/n13.wav;16;1;3.140625382;1.140625382
20;L1;visuell;audio/n16.wav;17;1;3.461352702;1.461352702
20;L1;visuell;audio/n11.wav;18;0;4.89792662;2.89792662
20;L1;kontroll;audio/n18.wav;19;1;2.725336876;0.725336876
20;L1;visuospatial;audio/n3.wav;20;1;5.817550377;3.817550377
20;L1;kontroll;audio/n6.wav;21;1;2.559370027;0.559370027
20;L1;visuell;audio/n9.wav;22;1;4.99850062;2.99850062
20;L1;visuospatial;audio/n21.wav;23;1;2.927396214;0.927396214
20;L1;visuell;audio/n15.wav;24;1;2.39165917;0.39165917
20;L2;visuospatial;audio/r18.wav;1;1;3.89465856;1.89465856
20;L2;visuell;audio/r8.wav;2;1;3.194748244;1.194748244
20;L2;visuospatial;audio/r20.wav;3;1;3.075948785;1.075948785
20;L2;visuospatial;audio/r23.wav;4;1;3.828202101;1.828202101
20;L2;visuospatial;audio/r19.wav;5;1;2.642191021;0.642191021
20;L2;visuospatial;audio/r21.wav;6;1;3.508069426;1.508069426
20;L2;visuell;audio/r3.wav;7;1;5.781768338;3.781768338
20;L2;kontroll;audio/r9.wav;8;1;3.394742648;1.394742648
20;L2;kontroll;audio/r11.wav;9;1;2.792420786;0.792420786
20;L2;kontroll;audio/r14.wav;10;1;2.342497413;0.342497413
20;L2;kontroll;audio/r16.wav;11;1;3.678345379;1.678345379
20;L2;kontroll;audio/r13.wav;12;1;3.194196016;1.194196016
20;L2;kontroll;audio/r10.wav;13;0;1.908014631;-0.091985369
20;L2;visuell;audio/r7.wav;14;1;5.145270632;3.145270632
20;L2;kontroll;audio/r12.wav;15;1;2.441309159;0.441309159
20;L2;visuell;audio/r2.wav;16;1;2.740070958;0.740070958
20;L2;visuell;audio/r6.wav;17;1;4.546814354;2.546814354
20;L2;kontroll;audio/r15.wav;18;1;2.825448044;0.825448044
20;L2;visuell;audio/r1.wav;19;1;2.575864941;0.575864941
20;L2;visuell;audio/r5.wav;20;0;5.164057538;3.164057538
20;L2;visuospatial;audio/r24.wav;21;1;4.783030465;2.783030465
20;L2;visuospatial;audio/r22.wav;22;1;3.87771244;1.87771244
20;L2;visuell;audio/r4.wav;23;1;2.726272267;0.726272267
20;L2;visuospatial;audio/r17.wav;24;1;4.378891769;2.378891769
21;L1;kontroll;audio/n8.wav;1;1;3.945017347;1.945017347
21;L1;kontroll;audio/n6.wav;2;1;5.366282578;3.366282578
21;L1;visuospatial;audio/n3.wav;3;1;3.943961125;1.943961125
21;L1;kontroll;audio/n7.wav;4;1;4.981451981;2.981451981
21;L1;kontroll;audio/n18.wav;5;1;2.860661835;0.860661835
21;L1;visuospatial;audio/n4.wav;6;1;4.309953808;2.309953808
21;L1;visuell;audio/n14.wav;7;1;3.060700529;1.060700529
21;L1;visuospatial;audio/n23.wav;8;1;5.683635551;3.683635551
21;L1;visuell;audio/n13.wav;9;1;4.12842746;2.12842746
21;L1;visuell;audio/n9.wav;10;1;5.215804482;3.215804482
21;L1;visuospatial;audio/n1.wav;11;1;2.893447202;0.893447202
21;L1;visuell;audio/n12.wav;12;1;3.561059139;1.561059139
21;L1;visuell;audio/n10.wav;13;1;7.920623255;5.920623255
21;L1;visuell;audio/n11.wav;14;1;6.013095888;4.013095888
21;L1;visuell;audio/n15.wav;15;1;4.028838872;2.028838872
21;L1;visuospatial;audio/n2.wav;16;1;5.631824576;3.631824576
21;L1;visuospatial;audio/n22.wav;17;1;5.031198894;3.031198894
21;L1;kontroll;audio/n19.wav;18;1;4.362811553;2.362811553
21;L1;kontroll;audio/n20.wav;19;1;5.698279931;3.698279931
21;L1;kontroll;audio/n5.wav;20;1;3.076172629;1.076172629
21;L1;visuell;audio/n16.wav;21;1;3.995521683;1.995521683
21;L1;kontroll;audio/n17.wav;22;1;3.860561304;1.860561304
21;L1;visuospatial;audio/n24.wav;23;1;3.47798011;1.47798011
21;L1;visuospatial;audio/n21.wav;24;1;7.653134673;5.653134673
21;L2;visuell;audio/r6.wav;1;1;10.89317661;8.893176607
21;L2;visuell;audio/r4.wav;2;1;3.426899414;1.426899414
21;L2;visuospatial;audio/r22.wav;3;1;7.268435861;5.268435861
21;L2;visuell;audio/r2.wav;4;1;4.99687837;2.99687837
21;L2;visuospatial;audio/r24.wav;5;1;9.089507188;7.089507188
21;L2;visuospatial;audio/r18.wav;6;1;4.663210774;2.663210774
21;L2;visuospatial;audio/r17.wav;7;0;10.5094255;8.5094255
21;L2;kontroll;audio/r16.wav;8;1;3.210436269;1.210436269
21;L2;kontroll;audio/r14.wav;9;0;4.678801437;2.678801437
21;L2;kontroll;audio/r9.wav;10;1;4.328316357;2.328316357
21;L2;visuell;audio/r7.wav;11;0;3.042332474;1.042332474
21;L2;visuospatial;audio/r19.wav;12;1;4.180425231;2.180425231
21;L2;kontroll;audio/r10.wav;13;0;4.529141179;2.529141179
21;L2;visuospatial;audio/r21.wav;14;1;5.013580896;3.013580896
21;L2;kontroll;audio/r11.wav;15;1;5.08080021;3.08080021
21;L2;kontroll;audio/r15.wav;16;1;2.758984192;0.758984192
21;L2;visuospatial;audio/r20.wav;17;0;8.340415093;6.340415093
21;L2;visuell;audio/r3.wav;18;1;6.550163993;4.550163993
21;L2;kontroll;audio/r12.wav;19;1;2.910911332;0.910911332
21;L2;kontroll;audio/r13.wav;20;1;4.045906623;2.045906623
21;L2;visuospatial;audio/r23.wav;21;1;3.311187635;1.311187635
21;L2;visuell;audio/r5.wav;22;1;2.959488097;0.959488097
21;L2;visuell;audio/r1.wav;23;1;2.942205693;0.942205693
21;L2;visuell;audio/r8.wav;24;1;2.72618007;0.72618007
22;L1;kontroll;audio/n8.wav;1;1;4.613440605;2.613440605
22;L1;visuell;audio/n16.wav;2;0;3.410257591;1.410257591
22;L1;kontroll;audio/n20.wav;3;1;5.298121515;3.298121515
22;L1;visuospatial;audio/n1.wav;4;1;4.580092051;2.580092051
22;L1;visuospatial;audio/n24.wav;5;1;8.321488495;6.321488495
22;L1;kontroll;audio/n19.wav;6;0;8.638786848;6.638786848
22;L1;visuell;audio/n15.wav;7;1;10.37670418;8.376704185
22;L1;visuospatial;audio/n4.wav;8;1;9.122524098;7.122524098
22;L1;visuell;audio/n10.wav;9;1;11.7775266;9.777526603
22;L1;visuell;audio/n11.wav;10;0;11.82883392;9.828833921
22;L1;visuospatial;audio/n3.wav;11;1;3.226994094;1.226994094
22;L1;kontroll;audio/n17.wav;12;1;3.677816457;1.677816457
22;L1;visuell;audio/n9.wav;13;1;10.95763605;8.95763605
22;L1;visuospatial;audio/n2.wav;14;0;6.851838499;4.851838499
22;L1;kontroll;audio/n5.wav;15;0;11.01072309;9.010723087
22;L1;kontroll;audio/n7.wav;16;1;11.07740327;9.077403268
22;L1;visuospatial;audio/n21.wav;17;1;10.20975638;8.209756384
22;L1;kontroll;audio/n6.wav;18;0;4.362481344;2.362481344
22;L1;visuell;audio/n13.wav;19;0;7.386530241;5.386530241
22;L1;visuell;audio/n14.wav;20;0;6.166416393;4.166416393
22;L1;visuospatial;audio/n23.wav;21;1;5.632724454;3.632724454
22;L1;kontroll;audio/n18.wav;22;1;6.131991039;4.131991039
22;L1;visuospatial;audio/n22.wav;23;0;7.385430033;5.385430033
22;L1;visuell;audio/n12.wav;24;0;9.991565156;7.991565156
22;L2;visuospatial;audio/r19.wav;1;1;3.828164707;1.828164707
22;L2;visuospatial;audio/r17.wav;2;0;2.592986184;0.592986184
22;L2;visuospatial;audio/r23.wav;3;0;3.257919756;1.257919756
22;L2;visuospatial;audio/r18.wav;4;1;3.727046882;1.727046882
22;L2;kontroll;audio/r11.wav;5;1;6.399889724;4.399889724
22;L2;kontroll;audio/r12.wav;6;1;3.794320645;1.794320645
22;L2;visuell;audio/r7.wav;7;1;5.097700426;3.097700426
22;L2;kontroll;audio/r16.wav;8;0;5.699109734;3.699109734
22;L2;kontroll;audio/r15.wav;9;1;3.644881168;1.644881168
22;L2;visuell;audio/r2.wav;10;1;5.16100123;3.16100123
22;L2;kontroll;audio/r14.wav;11;1;10.6093341;8.609334095
22;L2;visuospatial;audio/r22.wav;12;1;7.569934829;5.569934829
22;L2;visuell;audio/r8.wav;13;0;10.04075127;8.040751272
22;L2;visuell;audio/r3.wav;14;1;6.366232874;4.366232874
22;L2;visuospatial;audio/r24.wav;15;1;4.128668827;2.128668827
22;L2;kontroll;audio/r9.wav;16;1;4.579691236;2.579691236
22;L2;visuell;audio/r1.wav;17;1;7.602450402;5.602450402
22;L2;kontroll;audio/r13.wav;18;1;9.741003084;7.741003084
22;L2;visuell;audio/r6.wav;19;1;4.263735908;2.263735908
22;L2;visuospatial;audio/r21.wav;20;1;3.493080869;1.493080869
22;L2;kontroll;audio/r10.wav;21;0;5.030154358;3.030154358
22;L2;visuospatial;audio/r20.wav;22;1;3.660539161;1.660539161
22;L2;visuell;audio/r5.wav;23;1;7.903211759;5.903211759
22;L2;visuell;audio/r4.wav;24;1;9.873919354;7.873919354
23;L1;kontroll;audio/n20.wav;1;0;3.828718317;1.828718317
23;L1;visuospatial;audio/n4.wav;2;1;3.694474105;1.694474105
23;L1;visuell;audio/n9.wav;3;1;3.461447055;1.461447055
23;L1;kontroll;audio/n18.wav;4;1;2.659502316;0.659502316
23;L1;visuospatial;audio/n22.wav;5;1;4.713172398;2.713172398
23;L1;visuell;audio/n12.wav;6;0;3.52632415;1.52632415
23;L1;visuospatial;audio/n21.wav;7;0;3.610581457;1.610581457
23;L1;visuospatial;audio/n24.wav;8;0;3.895753437;1.895753437
23;L1;visuospatial;audio/n3.wav;9;0;4.630290026;2.630290026
23;L1;visuell;audio/n16.wav;10;1;4.061254292;2.061254292
23;L1;visuell;audio/n14.wav;11;0;3.394139526;1.394139526
23;L1;kontroll;audio/n19.wav;12;1;3.745486052;1.745486052
23;L1;visuospatial;audio/n2.wav;13;0;4.731579229;2.731579229
23;L1;visuospatial;audio/n23.wav;14;0;3.562249373;1.562249373
23;L1;kontroll;audio/n8.wav;15;1;10.32461916;8.324619162
23;L1;kontroll;audio/n7.wav;16;0;5.816230905;3.816230905
23;L1;visuospatial;audio/n1.wav;17;0;3.577560583;1.577560583
23;L1;visuell;audio/n11.wav;18;1;9.156343962;7.156343962
23;L1;visuell;audio/n10.wav;19;1;2.925689567;0.925689567
23;L1;kontroll;audio/n17.wav;20;1;6.817471569;4.817471569
23;L1;kontroll;audio/n5.wav;21;0;4.49574202;2.49574202
23;L1;visuell;audio/n13.wav;22;1;3.54352201;1.54352201
23;L1;visuell;audio/n15.wav;23;0;3.476880159;1.476880159
23;L1;kontroll;audio/n6.wav;24;1;3.510481943;1.510481943
23;L2;kontroll;audio/r14.wav;1;0;7.568730054;5.568730054
23;L2;visuell;audio/r3.wav;2;1;3.426451463;1.426451463
23;L2;visuospatial;audio/r19.wav;3;0;4.646489398;2.646489398
23;L2;visuospatial;audio/r23.wav;4;1;5.816184462;3.816184462
23;L2;kontroll;audio/r11.wav;5;1;5.914946206;3.914946206
23;L2;visuell;audio/r8.wav;6;1;6.082919223;4.082919223
23;L2;visuospatial;audio/r22.wav;7;1;4.730712564;2.730712564
23;L2;visuell;audio/r7.wav;8;0;5.733513673;3.733513673
23;L2;visuospatial;audio/r18.wav;9;0;5.866492135;3.866492135
23;L2;visuospatial;audio/r17.wav;10;0;7.401364744;5.401364744
23;L2;kontroll;audio/r15.wav;11;0;3.227184035;1.227184035
23;L2;visuell;audio/r2.wav;12;1;4.027632884;2.027632884
23;L2;kontroll;audio/r13.wav;13;1;3.076523829;1.076523829
23;L2;visuospatial;audio/r21.wav;14;1;8.437931984;6.437931984
23;L2;kontroll;audio/r12.wav;15;1;5.397724993;3.397724993
23;L2;visuell;audio/r4.wav;16;0;6.802042123;4.802042123
23;L2;visuospatial;audio/r24.wav;17;1;3.546071481;1.546071481
23;L2;kontroll;audio/r10.wav;18;1;3.261255853;1.261255853
23;L2;visuospatial;audio/r20.wav;19;0;2.624607352;0.624607352
23;L2;kontroll;audio/r16.wav;20;1;2.791587397;0.791587397
23;L2;visuell;audio/r5.wav;21;1;3.19371074;1.19371074
23;L2;visuell;audio/r6.wav;22;1;3.507925342;1.507925342
23;L2;visuell;audio/r1.wav;23;0;3.428231047;1.428231047
23;L2;kontroll;audio/r9.wav;24;0;3.743410118;1.743410118
24;L1;visuell;audio/n14.wav;1;0;3.661341572;1.661341572
24;L1;visuell;audio/n16.wav;2;1;3.377531478;1.377531478
24;L1;visuell;audio/n11.wav;3;0;20.21367703;18.21367703
24;L1;kontroll;audio/n8.wav;4;0;7.152256838;5.152256838
24;L1;visuospatial;audio/n22.wav;5;1;2.841624409;0.841624409
24;L1;visuospatial;audio/n21.wav;6;0;4.095969093;2.095969093
24;L1;kontroll;audio/n20.wav;7;0;3.678009902;1.678009902
24;L1;visuospatial;audio/n4.wav;8;1;4.178443681;2.178443681
24;L1;visuospatial;audio/n1.wav;9;1;3.010579598;1.010579598
24;L1;kontroll;audio/n5.wav;10;1;3.812113265;1.812113265
24;L1;kontroll;audio/n6.wav;11;1;5.681546187;3.681546187
24;L1;kontroll;audio/n18.wav;12;0;4.328921367;2.328921367
24;L1;visuell;audio/n10.wav;13;1;3.576914376;1.576914376
24;L1;visuospatial;audio/n2.wav;14;1;9.688063596;7.688063596
24;L1;visuell;audio/n12.wav;15;1;6.20045226;4.20045226
24;L1;visuell;audio/n15.wav;16;1;5.448780044;3.448780044
24;L1;visuospatial;audio/n23.wav;17;1;3.343608814;1.343608814
24;L1;visuospatial;audio/n3.wav;18;0;5.147687587;3.147687587
24;L1;kontroll;audio/n19.wav;19;1;6.284148909;4.284148909
24;L1;visuell;audio/n13.wav;20;1;5.064696902;3.064696902
24;L1;visuospatial;audio/n24.wav;21;1;10.22549504;8.225495045
24;L1;kontroll;audio/n7.wav;22;0;13.21610234;11.21610234
24;L1;visuell;audio/n9.wav;23;0;4.37895415;2.37895415
24;L1;kontroll;audio/n17.wav;24;1;5.163752772;3.163752772
24;L2;visuospatial;audio/r22.wav;1;0;4.379755382;2.379755382
24;L2;visuell;audio/r7.wav;2;1;2.776561365;0.776561365
24;L2;visuospatial;audio/r24.wav;3;1;2.976153649;0.976153649
24;L2;visuospatial;audio/r18.wav;4;1;8.455469221;6.455469221
24;L2;kontroll;audio/r13.wav;5;0;4.227770916;2.227770916
24;L2;visuell;audio/r6.wav;6;1;4.094498842;2.094498842
24;L2;visuell;audio/r4.wav;7;1;3.343295649;1.343295649
24;L2;kontroll;audio/r14.wav;8;1;8.053473232;6.053473232
24;L2;visuospatial;audio/r20.wav;9;1;6.280624484;4.280624484
24;L2;kontroll;audio/r10.wav;10;1;3.360472256;1.360472256
24;L2;visuell;audio/r8.wav;11;1;2.875934104;0.875934104
24;L2;kontroll;audio/r12.wav;12;1;3.007198284;1.007198284
24;L2;kontroll;audio/r11.wav;13;1;2.892349262;0.892349262
24;L2;visuell;audio/r5.wav;14;0;7.40303198;5.40303198
24;L2;kontroll;audio/r16.wav;15;1;2.875072136;0.875072136
24;L2;visuell;audio/r2.wav;16;1;2.756756914;0.756756914
24;L2;kontroll;audio/r9.wav;17;1;3.026851166;1.026851166
24;L2;visuospatial;audio/r21.wav;18;1;3.428054214;1.428054214
24;L2;visuospatial;audio/r17.wav;19;0;5.814602897;3.814602897
24;L2;visuospatial;audio/r23.wav;20;1;3.894955454;1.894955454
24;L2;visuell;audio/r3.wav;21;1;3.644036519;1.644036519
24;L2;kontroll;audio/r15.wav;22;1;2.709773476;0.709773476
24;L2;visuospatial;audio/r19.wav;23;0;3.310800577;1.310800577
24;L2;visuell;audio/r1.wav;24;1;3.6443633;1.6443633
